1000	399	1000	607	1074	609
1000	337	1000	541	822	544
1000	393	1000	580	822	584
1000	362	1000	736	915	740
1000	359	1000	486	569	489
1000	465	1000	443	542	467
1000	663	1000	389	696	672
1000	634	1000	421	619	635
1000	479	1000	542	502	544
1000	508	1000	494	440	508

1000	613	1000	208	949	614
1000	373	1000	552	840	553
1000	430	1000	401	635	433
1000	455	1000	592	757	599
1000	381	1000	758	882	760
1000	430	1000	570	641	572
1000	397	1000	507	536	511
1000	691	1000	386	641	692
1000	541	1000	747	697	765
1000	415	1000	709	600	711


1000	417	1000	266	635	418
1000	322	1000	610	870	613
1000	414	1000	518	706	521
1000	572	1000	299	665	573
1000	667	1000	375	762	668
1000	358	1000	404	438	407
1000	386	1000	536	524	539
1000	729	1000	347	671	729
1000	493	1000	820	754	821
1000	328	1000	1007	827	1011


1000	690	1000	114	986	691
1000	745	1000	131	993	746
1000	805	1000	140	1001	805
1000	871	1000	154	999	871
1000	929	1000	159	1000	929
1000	814	1000	179	753	817
1000	1068	1000	186	979	1068
1000	1120	1000	182	960	1121
1000	1214	1000	194	978	1216
1000	1258	1000	205	970	1259


1000	675	1000	116	989	676
1000	740	1000	128	998	740
1000	806	1000	141	1000	807
1000	865	1000	159	1000	866
1000	956	1000	159	1003	958
1000	305	1000	647	678	650
1000	588	1000	439	604	588
1000	713	1000	434	670	713
1000	1209	1000	213	963	1209
1000	1257	1000	234	964	1258


1000	115	1000	619	876	612
1000	133	1000	740	1001	750
1000	137	1000	795	988	798
1000	149	1000	851	944	852
1000	153	1000	949	979	949
1000	171	1000	994	945	994
1000	176	1000	971	854	956
1000	182	1000	798	631	802
1000	189	1000	837	626	837
1000	206	1000	1073	813	1054


1000	114	1000	677	996	681
1000	301	1000	562	828	562
1000	376	1000	452	645	454
1000	145	1000	886	1000	886
1000	162	1000	938	1004	939
1000	244	1000	851	856	855
1000	257	1000	969	910	972
1000	197	1000	1129	991	1131
1000	212	1000	1167	980	1170
1000	211	1000	1241	1012	1241


1000	114	1000	684	999	685
1000	128	1000	737	995	737
1000	137	1000	790	967	792
1000	162	1000	875	996	876
1000	156	1000	878	908	871
1000	176	1000	1020	1011	1029
1000	169	1000	1055	974	1055
1000	196	1000	1137	984	1138
1000	193	1000	1209	1000	1209
1000	198	1000	1247	1000	1248


